"annee_consommation","meta_categorie_activite","categorie_activite","sous_categorie_activite","nombre_declaration","surface_declaree","consommation_declaree"
"2021","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale (Valeur par défaut)",6,11383,1302552
"2021","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale - Administration et bureaux (Bureaux Standards)",9,1815,159818
"2021","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale - Zone d'embarquement ou débarquement des passagers",3,7844,892755
"2021","Transport","Transport routier de voyageurs","Gare routière (Valeur par défaut)",16,58871,4900298
"2021","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Administration et bureaux (Bureaux Standards)",46,122215,19013391
"2021","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Ateliers de maintenance",78,260085,52798893
"2021","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Zones Voyageurs - hors quai non couverts",8,17273,1240262
"2021","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Administration et bureaux (Bureaux Standards)",13,23242,3114287
"2021","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Magasin de stockage de pièces",4,6253,232116
"2021","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Valeur par défaut",14,29264,3141571
"2021","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Vente et exposition des unités",9,11871,1304818
"2021","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Zones atelier",19,36907,3972335
"2021","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Magasin de stockage de pièces",5,3256,171888
"2021","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Valeur par défaut",31,39312,1909377
"2021","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Vente et exposition de motocycles",25,28516,1928216
"2021","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Zones atelier",5,4625,547875
"2021","Vente véhicules et engins","Vente et services véhicules légers","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",8,38367,5248775
"2021","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Administration et bureaux (Bureaux Standards)",59,89257,10791309
"2021","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Magasin de stockage de pièces",84,187540,15771312
"2021","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Valeur par défaut",1930,5147758,750722554
"2021","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Vente et exposition des véhicules",381,714569,85932477
"2021","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Zones atelier",1131,2568907,356979186
"2021","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Administration et bureaux (Bureaux Standards)",66,167683,17217883
"2021","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Magasin de stockage de pièces",101,291919,21575795
"2021","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Valeur par défaut",717,1472636,143438478
"2021","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Vente et exposition des véhicules",42,82734,6488498
"2021","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Zones atelier",1313,2758997,276795810
"2022","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Administration et bureaux (Bureaux Standards)",40,61207,6347520
"2022","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Crèche",817,700560,90352372
"2022","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Halte garderie",220,182420,19758964
"2022","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Valeur par défaut",427,511674,57065464
"2022","Audiovisuel","Audiovisuel - Radio","Radio (Valeur par défaut)",43,11461,2055910
"2022","Audiovisuel","Audiovisuel - Radio","Radio - Administration et rédaction",30,32898,5872869
"2022","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Administration et rédaction",22,90355,30389770
"2022","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Studio d'enregistrement et de diffusion d'émissions télévisées",32,76321,12732846
"2022","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Valeur par défaut",34,48535,13423811
"2022","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Lavage, Séchage et Finition",50,73492,63598985
"2022","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Stockage & Chargement",5,18948,18838303
"2022","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Valeur par défaut",160,657215,711398587
"2022","Bureaux","Bureaux - Services Publics - Banque","Banque - Distributeur automatique de billets indépendant",7,727,48508
"2022","Bureaux","Bureaux - Services Publics - Banque","Banque - Salle des coffres",3,934,124540
"2022","Bureaux","Bureaux - Services Publics - Banque","Banque - Zone guichets accueil personnalisé",194,117262,13247299
"2022","Bureaux","Bureaux - Services Publics - Banque","Bibliothèque, médiathèque et service d'archives - ERP - Salle de lecture, d'exposition, de conférences, hall d'accueil",3,5263,649091
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux (Valeur par défaut)",10946,17833992,2074671390
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Autres activités de services",995,2114412,258501416
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Bureaux standards",19939,42732496,5749609714
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Centre Documentaire",28,59612,6736725
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Espace Co-Working",159,415703,45044492
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Flex Office",400,2157202,286980357
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Grande salle de réunion - Auditorium - Amphithéâtre (à partir de 30 places)",349,537831,66460123
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Open Space",3569,11470400,1630647040
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Salle Haute Intensité - Centre d'appel",85,172638,25091692
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Salle Haute Intensité - Salle de marché",8,50912,15011720
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Zone Accueil Public",733,813671,94017329
"2022","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Zone archive sans contrainte hygrothermique",105,246936,22489769
"2022","Bureaux","Bureaux - Services Publics - Banque","Enseignement Primaire - Salles d'enseignement Elémentaire",5,2701,521919
"2022","Bureaux","Bureaux - Services Publics - Banque","Enseignement Primaire - Salles multi activité et Périscolaire",4,8988,1103956
"2022","Bureaux","Bureaux - Services Publics - Banque","Entrepôt ou messagerie sans besoin de maintien en température du produit (avec ou sans maintien hors-gel des locaux)",40,191281,27040445
"2022","Bureaux","Bureaux - Services Publics - Banque","Local vacant",6,21028,2381292
"2022","Bureaux","Bureaux - Services Publics - Banque","Logistique ou messagerie température dirigée +12 à +17°C - produits frais (référence à +15°C)",3,5878,1329851
"2022","Bureaux","Bureaux - Services Publics - Banque","Restauration collective avec services - Restauration inter-entreprises",3,10773,2989593
"2022","Bureaux","Bureaux - Services Publics - Banque","Salle de spectacles vivants sans protection patrimoniale - Salle de spectacle et de répétition",7,20385,1694596
"2022","Bureaux","Bureaux - Services Publics - Banque","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",23,334932,31022656
"2022","Bureaux","Bureaux - Services Publics - Banque","Stationnement en superstructure (Silo en ventilation naturelle, Parc de stationnement largement ventilé)",4,37497,2415217
"2022","Bureaux","Bureaux - Services Publics - Banque","Vente et services véhicules utilitaires et véhicules industriels - Zones atelier",4,14116,1901742
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché (Valeur par défaut)",3927,7485591,2284834066
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Administration et bureaux",5,14402,4762299
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Réserve et Drive Froid positif",5,9994,4491144
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Réserve et Drive température ambiante",46,104465,29010109
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente - Textile, bazar, maison et bricolage",4,8010,3746930
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",253,646137,224876058
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif",53,122476,46787676
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente primeur",7,14732,6108627
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché (Valeur par défaut)",1875,16814125,4445061376
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché - Administration et bureaux",3,45382,8596564
"2022","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché - Réserve et Drive température ambiante",112,1365919,281481397
